                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        0                        1  0.3493101410844601E+001  0.0000000000000000E+000
  0.3946838072144648E-001  0.1268413651712167E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4037332708911685E-001  0.1297940647096280E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4081214567886765E-001  0.1312292914521071E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4124248681605570E-001  0.1326389650771781E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4221974313579228E-001  0.1358484930617169E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4315747405035585E-001  0.1389397548369328E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4361278517066520E-001  0.1404448379626947E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4449851818652243E-001  0.1433801929997991E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4577053536719854E-001  0.1476122223445501E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4658458730289336E-001  0.1503302633253796E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4737407034049466E-001  0.1529731443412788E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4814089309162677E-001  0.1555463827896874E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4854962661798395E-001  0.1569203841768882E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4895238772315568E-001  0.1582759041116671E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4974091346763506E-001  0.1609342199048335E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5050815728857355E-001  0.1635261822698936E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5125562313258406E-001  0.1660562648984960E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5201874525977276E-001  0.1686440999191484E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5276302054294915E-001  0.1711724215238753E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5348968389214141E-001  0.1736448825081147E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5384676004846130E-001  0.1748612547766630E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5419984125808142E-001  0.1760644153886782E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5492265167716751E-001  0.1785263319082748E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5562969112029594E-001  0.1809376671722061E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5632188995026521E-001  0.1833067960236396E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5666268903915870E-001  0.1844772147944251E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5700009010636534E-001  0.1856374147694931E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5768865975845085E-001  0.1880082535230136E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5836382968311050E-001  0.1903371662881011E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5902631770056270E-001  0.1926264904777377E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5967678278440073E-001  0.1948783831159270E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6000778443513680E-001  0.1960259023722573E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6033582793809117E-001  0.1971642543561225E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6098334202647220E-001  0.1994144554318873E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6161988710430088E-001  0.2016308262959986E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6224598697523141E-001  0.2038150778747072E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6287925462260903E-001  0.2060287280463712E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6350248599767880E-001  0.2082117055716524E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6411613590364101E-001  0.2103654851232719E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6472062767752458E-001  0.2124914331259955E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6533114106871742E-001  0.2146429752446243E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6593284419764232E-001  0.2167678703136788E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6623050712238210E-001  0.2178206884586725E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6652610465048181E-001  0.2188672803707395E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6711127584778691E-001  0.2209423326811098E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6770152713425644E-001  0.2230397152675819E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6828398544467695E-001  0.2251136627240601E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6885895699373305E-001  0.2271651145078212E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6942672971075634E-001  0.2291949629343386E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6999879900706668E-001  0.2312443069195780E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7056392995511224E-001  0.2332729128363918E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7112237833994611E-001  0.2352816026245852E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7167936628085757E-001  0.2372891335247732E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7223003029074895E-001  0.2392779582279488E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7250550789435151E-001  0.2402744446475595E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7277945997803240E-001  0.2412664524973348E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7332289587997956E-001  0.2432374056646418E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7386053996181634E-001  0.2451915063967696E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7440126130489098E-001  0.2471610538042931E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7493639344981572E-001  0.2491145526281195E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7546612024629934E-001  0.2510526428386415E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7599061652576694E-001  0.2529759286227862E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7625480382850378E-001  0.2539463430188234E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7651770838896585E-001  0.2549131660483092E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7703975290228909E-001  0.2568363278899947E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7755690553221463E-001  0.2587459161128484E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7806931679698080E-001  0.2606423802096492E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7858391238760531E-001  0.2625512977827239E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7909392879210891E-001  0.2644475285081789E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7959950236422209E-001  0.2663314393543128E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7985066300008360E-001  0.2672688814477676E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8010076137267610E-001  0.2682033764483484E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8060384686737350E-001  0.2700862320647196E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8110276601679277E-001  0.2719575373208899E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8159763735966687E-001  0.2738176342941212E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8208857450050980E-001  0.2756668614009619E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8233527856028587E-001  0.2765976066722737E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8258101888527629E-001  0.2775257043477306E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8306966347732864E-001  0.2793741397474397E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8355460998199681E-001  0.2812125026435116E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8403595802741481E-001  0.2830411319371214E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8451853810723640E-001  0.2848784107626011E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8499764036115064E-001  0.2867064476802518E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8547335607817852E-001  0.2885255778194433E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8594577314479761E-001  0.2903361251985992E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8618287797692596E-001  0.2912463718637557E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8665467770413919E-001  0.2930607222941726E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8724095680098452E-001  0.2953211518230899E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8759079488451400E-001  0.2966730843534789E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8793894134075479E-001  0.2980208114286081E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8828542771339894E-001  0.2993644385825927E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8874734824059803E-001  0.3011593385348297E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8897723217295266E-001  0.3020541633829056E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8920641082869865E-001  0.3029472795170815E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8955053571623788E-001  0.3042902996461509E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8989310656938947E-001  0.3056296000502425E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9023415147754107E-001  0.3069652757659231E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9057369783430666E-001  0.3082974217851029E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9102522805407219E-001  0.3100725659048131E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9147419094021028E-001  0.3118417940799249E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9192355586586708E-001  0.3136168316048227E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9237043990839973E-001  0.3153863204599514E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9281490051770847E-001  0.3171504808265573E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9325699338213435E-001  0.3189095279668581E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9369933241007722E-001  0.3206738926751237E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9413938391648062E-001  0.3224334990538166E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9457719962797023E-001  0.3241885481228450E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9501282975757115E-001  0.3259392305282720E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9523096379031870E-001  0.3268175151144445E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9544856414442876E-001  0.3276947627503746E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9588218908245112E-001  0.3294462353003735E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9631374980490372E-001  0.3311937953876098E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9674329172290495E-001  0.3329375861303782E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9717281238311899E-001  0.3346857037290370E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9760038377309375E-001  0.3364302845834960E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9802690013959602E-001  0.3381749413279122E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9845154332541702E-001  0.3399162898819814E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9887435364240478E-001  0.3416544448006372E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9929537033270018E-001  0.3433895159587856E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9950563699709117E-001  0.3442576594633943E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9971546777904150E-001  0.3451250698085122E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1001338416011113E+000  0.3468577530800152E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1005519739301161E+000  0.3485936895867440E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1009684419113418E+000  0.3503269648694553E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1013832805884276E+000  0.3520577007945509E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1017965241431221E+000  0.3537860181817354E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1020031708664818E+000  0.3546518767378939E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1022094289627331E+000  0.3555171760079514E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1026207968731350E+000  0.3572461886298007E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1030306586311927E+000  0.3589732240861915E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1033375966878569E+000  0.3602694670838254E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1036437154472388E+000  0.3615647642326074E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1042535504593998E+000  0.3641528200324200E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1046587039670283E+000  0.3658779568614080E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1048607702444950E+000  0.3667400884632183E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1050625019192630E+000  0.3676019599910887E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1053651038635780E+000  0.3688969952780916E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1056669725551330E+000  0.3701915587734987E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1059681213467327E+000  0.3714857147946287E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1062685633767180E+000  0.3727795261633703E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1066685682586804E+000  0.3745062997954812E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1070673667762141E+000  0.3762326778536198E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1074649884729049E+000  0.3779587672094607E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1078614622689093E+000  0.3796846735688791E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1082573483159311E+000  0.3814128256199871E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1086521396043235E+000  0.3831410025388813E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1090458634105806E+000  0.3848693097686336E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1094385464632414E+000  0.3865978465639557E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1096346946006875E+000  0.3874630636300643E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1098305918537963E+000  0.3883283755793118E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1100262414276545E+000  0.3891937965867921E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1102216464972900E+000  0.3900593410860098E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1104168102082384E+000  0.3909250242720291E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1106117356776306E+000  0.3917908626019084E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1110008849168063E+000  0.3935230776709354E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1113893516924152E+000  0.3952571699844584E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1117769251659215E+000  0.3969922431826817E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1119703839856498E+000  0.3978601957714903E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1123566617870797E+000  0.3995970481373043E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1128384089187258E+000  0.4017704085806714E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1131268770824203E+000  0.4030757109411771E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1134149012094452E+000  0.4043819567047201E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1137024908679485E+000  0.4056891987113518E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1138939772013962E+000  0.4065612542860453E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1140852775521748E+000  0.4074337875879821E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1144673322461584E+000  0.4091803418410997E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1148486778311052E+000  0.4109289480197401E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1152293386289933E+000  0.4126796865627511E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1156093120426093E+000  0.4144325067093610E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1159886554388824E+000  0.4161876240269057E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1162726393454589E+000  0.4175049251091616E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1165563038408498E+000  0.4188236348469900E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1168396677491168E+000  0.4201438298154483E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1171227534048525E+000  0.4214656328217853E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1176878960000359E+000  0.4241131288898773E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1179701933983991E+000  0.4254398910781577E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1182523585320385E+000  0.4267689144794679E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1184873300758632E+000  0.4278779187174079E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1189572334482430E+000  0.4301019814384313E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1192156889007639E+000  0.4313287406916226E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1194743032155897E+000  0.4325587223737862E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1196389342926808E+000  0.4333430160724899E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1198036786323574E+000  0.4341288862325800E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
