                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
  0.4814089309162677E-001 -0.1068840995588589E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4854962661798395E-001 -0.1078036115047963E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4895238772315568E-001 -0.1087101193935961E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.4974091346763506E-001 -0.1104860193026102E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5050815728857355E-001 -0.1122151860810287E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5125562313258406E-001 -0.1139007396702015E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5201874525977276E-001 -0.1156223421117723E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5276302054294915E-001 -0.1173019405562529E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5348968389214141E-001 -0.1189420841292838E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5384676004846130E-001 -0.1197481198882247E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5419984125808142E-001 -0.1205448274311053E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5492265167716751E-001 -0.1221732223115883E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5562969112029594E-001 -0.1237658088880266E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5632188995026521E-001 -0.1253283071678562E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5666268903915870E-001 -0.1260994253970386E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5700009010636534E-001 -0.1268632654431929E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5768865975845085E-001 -0.1284224254837269E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5836382968311050E-001 -0.1299517319704958E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5902631770056270E-001 -0.1314528107182122E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.5967678278440073E-001 -0.1329271615928838E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6000778443513680E-001 -0.1336776196617755E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6033582793809117E-001 -0.1344215168622763E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6098334202647220E-001 -0.1358903220622850E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6161988710430088E-001 -0.1373348563775230E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6224598697523141E-001 -0.1387563085563791E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6287925462260903E-001 -0.1401946934775515E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6350248599767880E-001 -0.1416109570570442E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6411613590364101E-001 -0.1430061233310308E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6472062767752458E-001 -0.1443811410418522E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6533114106871742E-001 -0.1457705465046807E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6593284419764232E-001 -0.1471405839349192E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6623050712238210E-001 -0.1478185921245629E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6652610465048181E-001 -0.1484920605869531E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6711127584778691E-001 -0.1498257574163284E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6770152713425644E-001 -0.1511716642420944E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6828398544467695E-001 -0.1525003936384178E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6885895699373305E-001 -0.1538125977401295E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6942672971075634E-001 -0.1551088954678307E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.6999879900706668E-001 -0.1564155170780336E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7056392995511224E-001 -0.1577067933375743E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7112237833994611E-001 -0.1589832926821705E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7167936628085757E-001 -0.1602569504137368E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7223003029074895E-001 -0.1615166478664491E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7250550789435151E-001 -0.1621470219228929E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7277945997803240E-001 -0.1627740374297046E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7332289587997956E-001 -0.1640182488335021E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7386053996181634E-001 -0.1652497559773271E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7440126130489098E-001 -0.1664889015143686E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7493639344981572E-001 -0.1677158565847199E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7546612024629934E-001 -0.1689310594669540E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7599061652576694E-001 -0.1701349236078787E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7625480382850378E-001 -0.1707415643313297E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7651770838896585E-001 -0.1713454362607619E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7703975290228909E-001 -0.1725450710431528E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7755690553221463E-001 -0.1737341716938929E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7806931679698080E-001 -0.1749130463068049E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7858391238760531E-001 -0.1760975790589191E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7909392879210891E-001 -0.1772721538074550E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7959950236422209E-001 -0.1784370226044283E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.7985066300008360E-001 -0.1790158907019029E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8010076137267610E-001 -0.1795924233815238E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8060384686737350E-001 -0.1807524716850632E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8110276601679277E-001 -0.1819033094446101E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8159763735966687E-001 -0.1830451697629029E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8208857450050980E-001 -0.1841782826018158E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8233527856028587E-001 -0.1847478090397743E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8258101888527629E-001 -0.1853151882206237E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8306966347732864E-001 -0.1864436275840356E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8355460998199681E-001 -0.1875638267470827E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8403595802741481E-001 -0.1886760132273421E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8451853810723640E-001 -0.1897913574252453E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8499764036115064E-001 -0.1908989873543771E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8547335607817852E-001 -0.1919991260180731E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8594577314479761E-001 -0.1930919885065694E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8618287797692596E-001 -0.1936406321175108E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8665467770413919E-001 -0.1947326346615751E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8724095680098452E-001 -0.1960901563530107E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8759079488451400E-001 -0.1969004924338536E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8793894134075479E-001 -0.1977071251999700E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8828542771339894E-001 -0.1985101239331747E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8874734824059803E-001 -0.1995809721852069E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8897723217295266E-001 -0.2001140377857768E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8920641082869865E-001 -0.2006455578990690E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8955053571623788E-001 -0.2014438340869416E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.8989310656938947E-001 -0.2022387045917964E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9023415147754107E-001 -0.2030302309989907E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9057369783430666E-001 -0.2038184746873759E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9102522805407219E-001 -0.2048669885601058E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9147419094021028E-001 -0.2059098886913179E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9192355586586708E-001 -0.2069540770289070E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9237043990839973E-001 -0.2079928620630650E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9281490051770847E-001 -0.2090263835480094E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9325699338213435E-001 -0.2100547775629100E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9369933241007722E-001 -0.2110841329314510E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9413938391648062E-001 -0.2121085613369651E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9457719962797023E-001 -0.2131281882187164E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9501282975757115E-001 -0.2141431319568593E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9523096379031870E-001 -0.2146514999186911E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9544856414442876E-001 -0.2151587256686267E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9588218908245112E-001 -0.2161698042949189E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9631374980490372E-001 -0.2171764577543908E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9674329172290495E-001 -0.2181787726864086E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9717281238311899E-001 -0.2191813914027486E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9760038377309375E-001 -0.2201797918393917E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9802690013959602E-001 -0.2211760373171576E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9845154332541702E-001 -0.2221681907822267E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9887435364240478E-001 -0.2231563190286120E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9929537033270018E-001 -0.2241404855827882E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9950563699709117E-001 -0.2246320820167002E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9971546777904150E-001 -0.2251227075093657E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1001338416011113E+000 -0.2261010810977339E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1005519739301161E+000 -0.2270790532086238E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1009684419113418E+000 -0.2280532807889418E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1013832805884276E+000 -0.2290238328619770E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1017965241431221E+000 -0.2299907774112696E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1020031708664818E+000 -0.2304743519812351E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1022094289627331E+000 -0.2309570468323645E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1026207968731350E+000 -0.2319198499034694E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1030306586311927E+000 -0.2328792825647893E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1033375966878569E+000 -0.2335979005275113E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1036437154472388E+000 -0.2343147125115921E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1042535504593998E+000 -0.2357430856460735E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1046587039670283E+000 -0.2366923505204190E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1048607702444950E+000 -0.2371658848063477E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1050625019192630E+000 -0.2376387040653486E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1053651038635780E+000 -0.2383480782339359E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1056669725551330E+000 -0.2390558992938453E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1059681213467327E+000 -0.2397622012930128E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1062685633767180E+000 -0.2404670172067811E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1066685682586804E+000 -0.2414056667467360E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1070673667762141E+000 -0.2423417780169189E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1074649884729049E+000 -0.2432754024317602E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1078614622689093E+000 -0.2442065902875596E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1082573483159311E+000 -0.2451366399357220E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1086521396043235E+000 -0.2460643438690457E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1090458634105806E+000 -0.2469897509183133E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1094385464632414E+000 -0.2479129057748173E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1096346946006875E+000 -0.2483740953597276E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1098305918537963E+000 -0.2488347374659693E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1100262414276545E+000 -0.2492948386155685E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1102216464972900E+000 -0.2497544054560855E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1104168102082384E+000 -0.2502134450608678E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1106117356776306E+000 -0.2506719652262711E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1110008849168063E+000 -0.2515874823132234E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1113893516924152E+000 -0.2525015729306525E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1117769251659215E+000 -0.2534137552000737E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1119703839856498E+000 -0.2538691539200194E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1123566617870797E+000 -0.2547786231969970E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1128384089187258E+000 -0.2559132305932023E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1131268770824203E+000 -0.2565928312172788E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1134149012094452E+000 -0.2572715427442773E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1137024908679485E+000 -0.2579493879211051E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1138939772013962E+000 -0.2584008046752395E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1140852775521748E+000 -0.2588518505790184E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1144673322461584E+000 -0.2597528511357264E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1148486778311052E+000 -0.2606524189714400E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1152293386289933E+000 -0.2615505788196950E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1156093120426093E+000 -0.2624472873142977E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1159886554388824E+000 -0.2633426361992950E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1162726393454589E+000 -0.2640129671515654E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1165563038408498E+000 -0.2646825751599946E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1168396677491168E+000 -0.2653514912703686E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1171227534048525E+000 -0.2660197718572103E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1176878960000359E+000 -0.2673539258403707E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1179701933983991E+000 -0.2680203191031904E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1182523585320385E+000 -0.2686863726425310E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1184873300758632E+000 -0.2692410352752801E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1189572334482430E+000 -0.2703503039652000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1192156889007639E+000 -0.2709603929050345E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
